strategy,strategyId,trader,traderId
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,DLj@192.168.1.29@20402,DLj@192.168.1.31@31002
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,DLjd@192.168.1.29@20403,DLjd@192.168.1.31@31003
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,DLjm@192.168.1.29@20404,DLjm@192.168.1.31@31004
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,DLl@192.168.1.29@20405,DLl@192.168.1.31@31005
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,DLm@192.168.1.29@20406,DLm@192.168.1.31@31006
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,DLp@192.168.1.29@20407,DLp@192.168.1.31@31007
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,DLv@192.168.1.29@20408,DLv@192.168.1.31@31008
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,DLy@192.168.1.29@20409,DLy@192.168.1.31@31009
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,SQag@192.168.1.29@20410,SQag@192.168.1.31@31010
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,SQal@192.168.1.29@20411,SQal@192.168.1.31@31011
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,SQau2@192.168.1.29@20412,SQau2@192.168.1.31@31012
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,SQbu@192.168.1.29@20413,SQbu@192.168.1.31@31013
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,SQcu@192.168.1.29@20414,SQcu@192.168.1.31@31014
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,SQpb@192.168.1.29@20415,SQpb@192.168.1.31@31015
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,SQrb@192.168.1.29@20416,SQrb@192.168.1.31@31016
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,SQru@192.168.1.29@20417,SQru@192.168.1.31@31017
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,SQzn@192.168.1.29@20418,SQzn@192.168.1.31@31018
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,ZZCF@192.168.1.29@20419,ZZCF@192.168.1.31@31019
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,ZZMA@192.168.1.29@20420,ZZMA@192.168.1.31@31020
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,ZZOI@192.168.1.29@20421,ZZOI@192.168.1.31@31021
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,ZZRM@192.168.1.29@20422,ZZRM@192.168.1.31@31022
Cn.Com.U16.Pattern@CnCom.Id002031.A,CnCom.Id002031.A,ZZSR@192.168.1.29@20423,ZZSR@192.168.1.31@31023
Cn.Com.U16.Pattern@CnCom.Id007102.C,Cn.Com.U16.Pattern@CnCom.Id007102.C,DLpp@192.168.1.29@20601,DLpp@192.168.1.31@22301
Cn.Com.U16.Pattern@CnCom.Id007102.C,Cn.Com.U16.Pattern@CnCom.Id007102.C,DLv@192.168.1.29@20602,DLv@192.168.1.31@22302
Cn.Com.U16.Pattern@CnCom.Id007102.C,Cn.Com.U16.Pattern@CnCom.Id007102.C,SQru@192.168.1.29@20603,SQru@192.168.1.31@22303
Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_A_M,Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_A_M,DLm@192.168.1.29@20801,DLm@192.168.1.32@26201
Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_A_M,Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_A_M,DLy@192.168.1.29@20802,DLy@192.168.1.32@26202
Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_A_M,Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_A_M,ZZCF@192.168.1.29@20803,ZZCF@192.168.1.32@26203
Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_A_M,Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_A_M,ZZOI@192.168.1.29@20804,ZZOI@192.168.1.32@26204
Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_A_P,Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_A_P,DLm@192.168.1.29@21001,DLm@192.168.1.32@26301
Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_A_P,Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_A_P,DLy@192.168.1.29@21002,DLy@192.168.1.32@26302
Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_A_P,Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_A_P,ZZCF@192.168.1.29@21003,ZZCF@192.168.1.32@26303
Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_B_M,Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_B_M,ZZTC@192.168.1.29@21201,ZZTC@192.168.1.32@26501
Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_C_C,Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_C_C,DLv@192.168.1.29@21401,DLv@192.168.1.32@26701
Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_C_C,Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_C_C,SQbu@192.168.1.29@21402,SQbu@192.168.1.32@26702
Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_C_C,Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_C_C,ZZMA@192.168.1.29@21403,ZZMA@192.168.1.32@26703
Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_C_P,Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_C_P,DLl@192.168.1.29@21601,DLl@192.168.1.32@26901
Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_C_P,Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_C_P,DLv@192.168.1.29@21602,DLv@192.168.1.32@26902
Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_C_P,Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_C_P,SQbu@192.168.1.29@21603,SQbu@192.168.1.32@26903
Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_C_P,Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_C_P,SQru@192.168.1.29@21604,SQru@192.168.1.32@26904
Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_C_P,Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_C_P,ZZTA@192.168.1.29@21605,ZZTA@192.168.1.32@26905
Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_M_M,Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_M_M,SQag@192.168.1.29@21801,SQag@192.168.1.32@27101
Cn.Com.U16.Pattern@CnCom.Id007104.C_B,Cn.Com.U16.Pattern@CnCom.Id007104.C_B,SQhc@192.168.1.29@22001,SQhc@192.168.1.32@23201
Cn.Com.U16.Pattern@CnCom.Id007104.C_C,Cn.Com.U16.Pattern@CnCom.Id007104.C_C,SQru@192.168.1.29@22201,SQru@192.168.1.32@23301
Cn.Com.U16.Pattern@CnCom.Id007104.C_C,Cn.Com.U16.Pattern@CnCom.Id007104.C_C,ZZFG@192.168.1.29@22202,ZZFG@192.168.1.32@23302
Cn.Com.U16.Pattern@CnCom.Id007104.C_M,Cn.Com.U16.Pattern@CnCom.Id007104.C_M,SQau2@192.168.1.29@22401,SQau2@192.168.1.32@23401
Cn.Com.U16.Pattern@CnCom.Id007104.C_M,Cn.Com.U16.Pattern@CnCom.Id007104.C_M,SQhc@192.168.1.29@22402,SQhc@192.168.1.32@23402
Cn.Com.U16.Pattern@CnCom.Id007104.C_M,Cn.Com.U16.Pattern@CnCom.Id007104.C_M,SQni@192.168.1.29@22403,SQni@192.168.1.32@23403
Cn.Com.U16.Pattern@CnCom.Id007104.C_M,Cn.Com.U16.Pattern@CnCom.Id007104.C_M,SQsn@192.168.1.29@22404,SQsn@192.168.1.32@23404
Cn.Com.U16.Pattern@CnCom.Id007112.M_C,Cn.Com.U16.Pattern@CnCom.Id007112.M_C,DLl@192.168.1.29@22601,DLl@192.168.1.34@25301
Cn.Com.U16.Pattern@CnCom.Id007112.M_C,Cn.Com.U16.Pattern@CnCom.Id007112.M_C,DLpp@192.168.1.29@22602,DLpp@192.168.1.34@25302
Cn.Com.U16.Pattern@CnCom.Id007112.M_C,Cn.Com.U16.Pattern@CnCom.Id007112.M_C,SQbu@192.168.1.29@22603,SQbu@192.168.1.34@25303
Cn.Com.U16.Pattern@CnCom.Id007112.M_C,Cn.Com.U16.Pattern@CnCom.Id007112.M_C,SQru@192.168.1.29@22604,SQru@192.168.1.34@25304
Cn.Com.U16.Pattern@CnCom.Id007112.M_C,Cn.Com.U16.Pattern@CnCom.Id007112.M_C,ZZFG@192.168.1.29@22605,ZZFG@192.168.1.34@25305
Cn.Com.U16.Pattern@CnCom.Id007112.M_C,Cn.Com.U16.Pattern@CnCom.Id007112.M_C,ZZMA@192.168.1.29@22606,ZZMA@192.168.1.34@25306
Cn.Com.U16.Pattern@CnCom.Id007112.M_C,Cn.Com.U16.Pattern@CnCom.Id007112.M_C,ZZTA@192.168.1.29@22607,ZZTA@192.168.1.34@25307
Cn.Com.U16.Pattern@CnCom.Id007122.A,Cn.Com.U16.Pattern@CnCom.Id007122.A,DLcs@192.168.1.29@22801,
Cn.Com.U16.Pattern@CnCom.Id007122.A,Cn.Com.U16.Pattern@CnCom.Id007122.A,DLjd@192.168.1.29@22802,DLjd@192.168.1.13@24102
Cn.Com.U16.Pattern@CnCom.Id007122.A,Cn.Com.U16.Pattern@CnCom.Id007122.A,DLp@192.168.1.29@22803,DLp@192.168.1.13@24103
Cn.Com.U16.Pattern@CnCom.Id007122.A,Cn.Com.U16.Pattern@CnCom.Id007122.A,DLy@192.168.1.29@22804,
Cn.Com.U16.Pattern@CnCom.Id007122.A,Cn.Com.U16.Pattern@CnCom.Id007122.A,ZZCF@192.168.1.29@22805,ZZCF@192.168.1.13@24104
Cn.Com.U16.Pattern@CnCom.Id007122.A,Cn.Com.U16.Pattern@CnCom.Id007122.A,ZZOI@192.168.1.29@22806,ZZOI@192.168.1.13@24105
Cn.Com.U16.Pattern@CnCom.Id007122.A,Cn.Com.U16.Pattern@CnCom.Id007122.A,ZZSR@192.168.1.29@22807,ZZSR@192.168.1.13@24106
Cn.Com.U16.Pattern@CnCom.Id007122.M,Cn.Com.U16.Pattern@CnCom.Id007122.M,SQag@192.168.1.29@23001,SQag@192.168.1.13@24401
Cn.Com.U16.Pattern@CnCom.Id007122.M,Cn.Com.U16.Pattern@CnCom.Id007122.M,SQal@192.168.1.29@23002,
Cn.Com.U16.Pattern@CnCom.Id007122.M,Cn.Com.U16.Pattern@CnCom.Id007122.M,SQcu@192.168.1.29@23003,
Cn.Com.U16.Pattern@CnCom.Id007122.M,Cn.Com.U16.Pattern@CnCom.Id007122.M,SQhc@192.168.1.29@23004,SQhc@192.168.1.13@24403
Cn.Com.U16.Pattern@CnCom.Id007122.M,Cn.Com.U16.Pattern@CnCom.Id007122.M,SQni@192.168.1.29@23005,SQni@192.168.1.13@24404
Cn.Com.U16.Pattern@CnCom.Id007122.M,Cn.Com.U16.Pattern@CnCom.Id007122.M,SQpb@192.168.1.29@23006,
Cn.Com.U16.Pattern@CnCom.Id007122.M,Cn.Com.U16.Pattern@CnCom.Id007122.M,SQrb@192.168.1.29@23007,SQrb@192.168.1.13@24405
Cn.Com.U16.Pattern@CnCom.Id007122.M,Cn.Com.U16.Pattern@CnCom.Id007122.M,SQzn@192.168.1.29@23008,
Cn.Com.U16.Pattern@CnCom.Id007123.B,Cn.Com.U16.Pattern@CnCom.Id007123.B,DLjm@192.168.1.29@23201,DLjm@192.168.1.132@31201
Cn.Com.U16.Pattern@CnCom.Id007123.B,Cn.Com.U16.Pattern@CnCom.Id007123.B,DLj@192.168.1.29@23202,DLj@192.168.1.132@31202
Cn.Com.U16.Pattern@CnCom.Id007123.B,Cn.Com.U16.Pattern@CnCom.Id007123.B,SQhc@192.168.1.29@23203,SQhc@192.168.1.132@31203
Cn.Com.U16.Pattern@CnCom.Id007123.B,Cn.Com.U16.Pattern@CnCom.Id007123.B,SQrb@192.168.1.29@23204,SQrb@192.168.1.132@31204
Cn.Com.U16.Pattern@CnCom.Id007123.B,Cn.Com.U16.Pattern@CnCom.Id007123.B,ZZSM@192.168.1.29@23205,ZZSM@192.168.1.132@31205
Cn.Com.U16.Pattern@CnCom.Id007123.B,Cn.Com.U16.Pattern@CnCom.Id007123.B,ZZTC@192.168.1.29@23206,ZZTC@192.168.1.132@31206
Cn.Com.U16.Pattern@CnCom.Id007123.M_C,Cn.Com.U16.Pattern@CnCom.Id007123.M_C,DLl@192.168.1.29@23401,DLl@192.168.1.132@32301
Cn.Com.U16.Pattern@CnCom.Id007123.M_C,Cn.Com.U16.Pattern@CnCom.Id007123.M_C,DLpp@192.168.1.29@23402,DLpp@192.168.1.132@32302
Cn.Com.U16.Pattern@CnCom.Id007123.M_C,Cn.Com.U16.Pattern@CnCom.Id007123.M_C,SQbu@192.168.1.29@23403,SQbu@192.168.1.132@32303
Cn.Com.U16.Pattern@CnCom.Id007123.M_C,Cn.Com.U16.Pattern@CnCom.Id007123.M_C,SQru@192.168.1.29@23404,SQru@192.168.1.132@32304
Cn.Com.U16.Pattern@CnCom.Id007123.M_C,Cn.Com.U16.Pattern@CnCom.Id007123.M_C,ZZMA@192.168.1.29@23405,ZZMA@192.168.1.132@32305
Cn.Com.U16.Pattern@CnCom.Id007123.M_C,Cn.Com.U16.Pattern@CnCom.Id007123.M_C,ZZTA@192.168.1.29@23406,ZZTA@192.168.1.132@32306
Cn.Com.U16.Pattern@CnCom.Id007124.C,Cn.Com.U16.Pattern@CnCom.Id007124.C,DLpp@192.168.1.29@23601,DLpp@192.168.1.15@59301
Cn.Com.U16.Pattern@CnCom.Id007124.C,Cn.Com.U16.Pattern@CnCom.Id007124.C,SQru@192.168.1.29@23602,SQru@192.168.1.15@59302
Cn.Com.U16.Pattern@CnCom.Id007124.C,Cn.Com.U16.Pattern@CnCom.Id007124.C,ZZMA@192.168.1.29@23603,ZZMA@192.168.1.15@59303
Cn.Com.U16.Pattern@CnCom.Id007124.M,Cn.Com.U16.Pattern@CnCom.Id007124.M,SQal@192.168.1.29@23801,SQal@192.168.1.15@59401
Cn.Com.U16.Pattern@CnCom.Id007124.M,Cn.Com.U16.Pattern@CnCom.Id007124.M,SQcu@192.168.1.29@23802,SQcu@192.168.1.15@59402
Cn.Com.U16.Pattern@CnCom.Id007124.M,Cn.Com.U16.Pattern@CnCom.Id007124.M,SQni@192.168.1.29@23803,SQni@192.168.1.15@59403
Cn.Com.U18.Pattern@CnCom.Id002033.02,Cn.Com.U18.Pattern@CnCom.Id002033.02,DLa@192.168.1.29@24001,DLa@192.168.1.18@51201
Cn.Com.U18.Pattern@CnCom.Id002033.02,Cn.Com.U18.Pattern@CnCom.Id002033.02,DLc@192.168.1.29@24002,DLc@192.168.1.18@51202
Cn.Com.U18.Pattern@CnCom.Id002033.02,Cn.Com.U18.Pattern@CnCom.Id002033.02,DLl@192.168.1.29@24003,DLl@192.168.1.18@51203
Cn.Com.U18.Pattern@CnCom.Id002033.02,Cn.Com.U18.Pattern@CnCom.Id002033.02,DLm@192.168.1.29@24004,DLm@192.168.1.18@51204
Cn.Com.U18.Pattern@CnCom.Id002033.02,Cn.Com.U18.Pattern@CnCom.Id002033.02,DLp@192.168.1.29@24005,DLp@192.168.1.18@51205
Cn.Com.U18.Pattern@CnCom.Id002033.02,Cn.Com.U18.Pattern@CnCom.Id002033.02,DLy@192.168.1.29@24006,DLy@192.168.1.18@51206
Cn.Com.U18.Pattern@CnCom.Id002033.02,Cn.Com.U18.Pattern@CnCom.Id002033.02,SQal@192.168.1.29@24007,SQal@192.168.1.18@51207
Cn.Com.U18.Pattern@CnCom.Id002033.02,Cn.Com.U18.Pattern@CnCom.Id002033.02,SQau2@192.168.1.29@24008,SQau2@192.168.1.18@51208
Cn.Com.U18.Pattern@CnCom.Id002033.02,Cn.Com.U18.Pattern@CnCom.Id002033.02,SQcu@192.168.1.29@24009,SQcu@192.168.1.18@51209
Cn.Com.U18.Pattern@CnCom.Id002033.02,Cn.Com.U18.Pattern@CnCom.Id002033.02,SQrb@192.168.1.29@24010,SQrb@192.168.1.18@51210
Cn.Com.U18.Pattern@CnCom.Id002033.02,Cn.Com.U18.Pattern@CnCom.Id002033.02,SQru@192.168.1.29@24011,SQru@192.168.1.18@51211
Cn.Com.U18.Pattern@CnCom.Id002033.02,Cn.Com.U18.Pattern@CnCom.Id002033.02,SQzn@192.168.1.29@24012,SQzn@192.168.1.18@51212
Cn.Com.U18.Pattern@CnCom.Id002033.02,Cn.Com.U18.Pattern@CnCom.Id002033.02,ZZCF@192.168.1.29@24013,ZZCF@192.168.1.18@51213
Cn.Com.U18.Pattern@CnCom.Id002033.02,Cn.Com.U18.Pattern@CnCom.Id002033.02,ZZSR@192.168.1.29@24014,ZZSR@192.168.1.18@51214
Cn.Com.U18.Pattern@CnCom.Id002033.06,Cn.Com.U18.Pattern@CnCom.Id002033.06,DLa@192.168.1.29@24201,DLa@192.168.1.18@51301
Cn.Com.U18.Pattern@CnCom.Id002033.06,Cn.Com.U18.Pattern@CnCom.Id002033.06,DLl@192.168.1.29@24202,DLl@192.168.1.18@51302
Cn.Com.U18.Pattern@CnCom.Id002033.06,Cn.Com.U18.Pattern@CnCom.Id002033.06,DLm@192.168.1.29@24203,DLm@192.168.1.18@51303
Cn.Com.U18.Pattern@CnCom.Id002033.06,Cn.Com.U18.Pattern@CnCom.Id002033.06,DLp@192.168.1.29@24204,DLp@192.168.1.18@51304
Cn.Com.U18.Pattern@CnCom.Id002033.06,Cn.Com.U18.Pattern@CnCom.Id002033.06,DLv@192.168.1.29@24205,DLv@192.168.1.18@51305
Cn.Com.U18.Pattern@CnCom.Id002033.06,Cn.Com.U18.Pattern@CnCom.Id002033.06,SQal@192.168.1.29@24206,SQal@192.168.1.18@51306
Cn.Com.U18.Pattern@CnCom.Id002033.06,Cn.Com.U18.Pattern@CnCom.Id002033.06,SQau2@192.168.1.29@24207,SQau2@192.168.1.18@51307
Cn.Com.U18.Pattern@CnCom.Id002033.06,Cn.Com.U18.Pattern@CnCom.Id002033.06,SQcu@192.168.1.29@24208,SQcu@192.168.1.18@51308
Cn.Com.U18.Pattern@CnCom.Id002033.06,Cn.Com.U18.Pattern@CnCom.Id002033.06,SQrb@192.168.1.29@24209,SQrb@192.168.1.18@51309
Cn.Com.U18.Pattern@CnCom.Id002033.06,Cn.Com.U18.Pattern@CnCom.Id002033.06,SQru@192.168.1.29@24210,SQru@192.168.1.18@51310
Cn.Com.U18.Pattern@CnCom.Id002033.06,Cn.Com.U18.Pattern@CnCom.Id002033.06,ZZCF@192.168.1.29@24211,ZZCF@192.168.1.18@51311
Cn.Com.U18.Pattern@CnCom.Id002033.06,Cn.Com.U18.Pattern@CnCom.Id002033.06,ZZSR@192.168.1.29@24212,ZZSR@192.168.1.18@51312
Cn.Com.U18.Pattern@CnCom.Id002033.06,Cn.Com.U18.Pattern@CnCom.Id002033.06,ZZTA@192.168.1.29@24213,ZZTA@192.168.1.18@51313
Cn.Com.U18.Pattern@CnCom.Id002033.07,Cn.Com.U18.Pattern@CnCom.Id002033.07,DLa@192.168.1.29@24401,DLa@192.168.1.18@51401
Cn.Com.U18.Pattern@CnCom.Id002033.07,Cn.Com.U18.Pattern@CnCom.Id002033.07,DLl@192.168.1.29@24402,DLl@192.168.1.18@51402
Cn.Com.U18.Pattern@CnCom.Id002033.07,Cn.Com.U18.Pattern@CnCom.Id002033.07,DLm@192.168.1.29@24403,DLm@192.168.1.18@51403
Cn.Com.U18.Pattern@CnCom.Id002033.07,Cn.Com.U18.Pattern@CnCom.Id002033.07,DLp@192.168.1.29@24404,DLp@192.168.1.18@51404
Cn.Com.U18.Pattern@CnCom.Id002033.07,Cn.Com.U18.Pattern@CnCom.Id002033.07,SQal@192.168.1.29@24405,SQal@192.168.1.18@51405
Cn.Com.U18.Pattern@CnCom.Id002033.07,Cn.Com.U18.Pattern@CnCom.Id002033.07,SQau2@192.168.1.29@24406,SQau2@192.168.1.18@51406
Cn.Com.U18.Pattern@CnCom.Id002033.07,Cn.Com.U18.Pattern@CnCom.Id002033.07,SQcu@192.168.1.29@24407,SQcu@192.168.1.18@51407
Cn.Com.U18.Pattern@CnCom.Id002033.07,Cn.Com.U18.Pattern@CnCom.Id002033.07,SQrb@192.168.1.29@24408,SQrb@192.168.1.18@51408
Cn.Com.U18.Pattern@CnCom.Id002033.07,Cn.Com.U18.Pattern@CnCom.Id002033.07,ZZCF@192.168.1.29@24409,ZZCF@192.168.1.18@51409
Cn.Com.U18.Pattern@CnCom.Id002033.07,Cn.Com.U18.Pattern@CnCom.Id002033.07,ZZSR@192.168.1.29@24410,ZZSR@192.168.1.18@51410
Cn.Com.U18.Pattern@CnCom.Id002033.08,Cn.Com.U18.Pattern@CnCom.Id002033.08,DLm@192.168.1.29@24601,DLm@192.168.1.18@51501
Cn.Com.U18.Pattern@CnCom.Id002033.08,Cn.Com.U18.Pattern@CnCom.Id002033.08,SQal@192.168.1.29@24602,SQal@192.168.1.18@51502
Cn.Com.U18.Pattern@CnCom.Id002033.08,Cn.Com.U18.Pattern@CnCom.Id002033.08,SQrb@192.168.1.29@24603,SQrb@192.168.1.18@51503
Cn.Com.U18.Pattern@CnCom.Id002033.09,Cn.Com.U18.Pattern@CnCom.Id002033.09,DLa@192.168.1.29@24801,DLa@192.168.1.18@51601
Cn.Com.U18.Pattern@CnCom.Id002033.09,Cn.Com.U18.Pattern@CnCom.Id002033.09,DLc@192.168.1.29@24802,DLc@192.168.1.18@51602
